scenario_id,customer_line,technique_tag,elite_dialogue,fail_signals,mode,domain,difficulty,weight_class,is_active
"184","I'm going to wait for the holiday sale. Presidents' Day, Memorial Day — there's always a better deal coming.","DEBUNK THE HOLIDAY MYTH","I understand the instinct -- but here's how our pricing actually works. We price competitively every day. The 'sale event' prices at most dealers? That's where they mark up first, then mark down to make it feel like a deal. Our number today is already what those dealers advertise during their holiday events. If you wait, you risk this vehicle selling and paying more for a replacement. The best deal is the one in front of you right now.","agrees to wait for the holiday | can't explain why today's price is already competitive | doesn't mention the risk of losing the vehicle","objection","closing_technique","2","hybrid","true"
"185","I'm not signing anything today. Not even a worksheet.","REFRAME THE WORKSHEET","I respect that completely. But let me explain what a worksheet actually is -- it's not a contract. It's a negotiation tool. If I take this to my manager with your numbers on it, it shows him I have a serious buyer and gives me leverage to fight for the deal you want. If he agrees, we have a deal on your terms. If not, you walk away with zero obligation. The worksheet is ammunition for me to fight for you -- nothing more.","pressures for a contract signature | backs off entirely and loses the deal structure | can't explain the difference between a worksheet and a contract","objection","objection_handling","2","hybrid","true"
"186","We've hit our absolute maximum budget. There is zero flexibility.","EXPAND THE BUDGET DEFINITION. Accept the number -- then redefine what it includes. Better fuel economy and included maintenance put $100+ back monthly. Factor in what they're no longer spending.","I respect that number. But when you set it, were you only looking at the sticker? This vehicle gets better fuel economy and includes maintenance for 3 years -- that's $100+ a month back in your pocket.","accepts ""zero flexibility"" without exploring total cost | immediately shows a cheaper car | argues with their budget number","objection","financing","2","rapport_heavy","false"
"187","I owe too much on my trade. There's no way you can give me what I need.","SEPARATE PAYOFF FROM VALUE. What they owe and what the car is worth are separate numbers. Market value stands alone. Loan balance is a finance problem solved separately. Focus on the net deal.","What you owe and what the car is worth are two completely separate numbers. We're paying the highest the market supports for your vehicle. The loan balance is a finance problem we solve separately.","agrees the situation is impossible | conflates payoff with market value | says ""nothing we can do"" without exploring options","objection","objection_handling","2","hybrid","false"
"188","I found this same car listed for $2,000 less at the dealership across town. Why should I buy it here?","VERIFY THEN VALUE-BUILD. Ask to see the listing -- often different trim, higher miles, missing reconditioning. Differentiate on what's behind your number: inspection, warranty, transparency.","Can I see that listing? Our price includes a full inspection, reconditioning, and warranty support. A $2,000 sticker difference can turn into a $4,000 total cost difference. Let me show you.","matches without seeing the listing | gets defensive | says ""go buy it there""","roleplay","competitive_positioning","1","hybrid","false"
"189","I'm interested, but I just started looking today. I'm not buying anything for at least a month.","BENCHMARK STRATEGY","Good -- you should see everything before you decide. But here's what I want you to walk out of here with: a number so good that every other dealer you visit has to explain why they can't beat it. I'm going to put our absolute best deal on paper right now -- not a starting point, my final number. If someone beats it, buy from them with my blessing. But I don't think they will. Five minutes?","says ""come back next month"" | doesn't offer a written proposal | treats them as not worth the effort","roleplay","closing_technique","1","hybrid","true"
"190","My lease is up in 60 days. I want to know my options but I'm not in a rush.","CREATE INFORMED URGENCY","60 days is actually the perfect time to start -- you're ahead of the game. Let me show you three paths side by side: buy out your current lease, roll into a new lease, or purchase. Each one has different math depending on your miles and residual value. If we run the numbers now, you'll know exactly which path saves you the most -- and you avoid the last-minute scramble. What's your current mileage sitting at?","says ""you have plenty of time"" without running numbers | only presents one option | doesn't ask about current lease terms","roleplay","closing_technique","2","hybrid","true"
"191","I love the car but my credit isn't great. What kind of rate am I looking at realistically?","HONESTY PLUS FUTURE-FRAMING. Don't sugarcoat or scare them. Run a soft inquiry. Whatever the rate, it's temporary. Every on-time payment rebuilds credit. Refinance in 12-18 months at a better rate.","Let's find out together -- I'll run a soft inquiry that won't hurt your score. Whatever the rate, it's temporary. Every on-time payment rebuilds your credit. In 12-18 months, you refinance at a better rate.","guesses a rate without checking | makes them feel judged | doesn't mention refinancing as an option","roleplay","financing","2","rapport_heavy","false"
"192","We drove this and the competitor last weekend. Honestly, the other one felt better. Change my mind.","DIG INTO SPECIFICS. Don't argue feelings -- investigate them. What specifically felt better: ride, features, interior, price? Each is a different conversation. Get them behind your wheel today.","I appreciate you being honest. What specifically felt better -- the ride, the features, the interior, or the price? Each one is a different conversation. Have you driven ours today?","bashes the competitor | argues without asking what ""felt better"" means | doesn't offer a test drive","roleplay","competitive_positioning","2","hybrid","false"
"193","I'm buying for my teenage daughter. Safety is everything. Walk me through what makes this safe.","GO DEEP ON ACTIVE SAFETY. Don't recite airbag counts. Cover what prevents accidents: AEB, blind spot, lane departure, rear cross-traffic. Connect each feature to a scenario a new driver would face.","This has automatic emergency braking, blind spot monitoring, and rear cross-traffic alert. When she's checking her mirror and doesn't see the car in her blind spot, this alerts her before she moves over.","says ""it's really safe"" without specifics | lists passive safety only (airbags, crumple zones) | doesn't connect features to new-driver scenarios","roleplay","product_knowledge","2","hybrid","false"
"194","My trade-in is worth $18K according to KBB. What are you going to give me?","EXPLAIN BEFORE QUOTING. Don't throw a number -- set the frame. KBB assumes fully reconditioned. Your offer reflects current condition. Walk through the appraisal together. Transparency before numbers.","KBB is a useful guide, but it assumes the car is fully reconditioned. Our offer reflects current condition. Let me walk you through the appraisal so you can see exactly where the number comes from.","quotes a number without explaining the gap | argues with KBB | says ""that's what it's worth"" dismissively","roleplay","objection_handling","2","hybrid","false"
"195","I want to buy today but I need to be at $400/month max. Can you make that work?","WORK BACKWARD FROM THE TARGET. They're buying today -- only question is payment. $400 depends on term, down payment, rate, and trade. Explore every lever before saying yes or no.","Let's find out. $400 depends on term length, down payment, rate, and trade value. Tell me what you're working with and I'll structure the deal around that target. There's usually a way to bridge it.","says ""we can't do $400"" without exploring options | agrees to $400 without checking the math | stretches to 84 months silently","roleplay","financing","2","hybrid","false"
"196","I submitted a lead online three days ago and nobody called me back. Now I'm here. Impress me.","OWN THE FAILURE AND OVER-DELIVER","That's unacceptable -- and I'm sorry. You deserved a call within the hour, not three days later. The fact that you're still here despite that tells me you're serious about this, and I'm not going to waste that. I'm going to make this the best car-buying experience you've ever had, starting right now. What were you looking at when you submitted that lead?","makes excuses | blames the BDC | doesn't apologize | treats it as a routine visit","roleplay","closing_technique","2","hybrid","true"
"197","I'm a repeat customer — bought my last two cars here. What kind of loyalty pricing can I get?","HONOR THE LOYALTY WITHOUT GIVING AWAY THE STORE","Two cars -- that means a lot, and I want to make sure this deal reflects that. Here's what I can do: I'll make sure you get priority on your trade value, first look at any incoming inventory that fits what you're looking for, and the best financing terms we have access to. The vehicle price is already market-competitive, but the total package I put together for a repeat customer? That's where the loyalty shows up. Let me build it out for you.","says ""the price is the price"" with no loyalty acknowledgment | gives an arbitrary discount without building value | doesn't mention non-price loyalty benefits","roleplay","closing_technique","2","hybrid","true"
"198","A customer asks: what's the difference between AWD and 4WD? Explain it so they actually understand.","KNOWLEDGE_CHECK. Must distinguish AWD (automatic, always-on, everyday comfort/safety) from 4WD (selectable, transfer case, off-road/towing). Match recommendation to customer's actual driving life.","AWD powers all wheels automatically -- best for rain, snow, daily driving. 4WD is selectable for off-road or heavy towing. AWD is comfort and safety. 4WD is capability. Match it to how they actually drive.","uses the terms interchangeably | can't explain when one matters more | gives a textbook answer without connecting to the customer's use case","quiz","product_knowledge","1","fact_heavy","false"
"199","Name three features on your lot's best-selling vehicle that most customers don't know about.","THREE HIDDEN FEATURES","Three that surprise people: One -- hands-free liftgate. Wave your foot under the bumper with your arms full and it opens. Two -- built-in WiFi hotspot. Kids stream on their own connection, not your phone data. Three -- automatic high beams, switch on their own so you never blind oncoming drivers. These make someone say 'I had no idea it did that.' Know YOUR vehicle's hidden gems.","names obvious features everyone knows | can't name three | gives features that don't exist on the vehicle","quiz","product_knowledge","2","fact_heavy","true"
"200","A customer says 'I heard EVs cost a fortune to maintain.' How do you respond with facts?","EV MAINTENANCE FACTS","Counter with facts: EVs have no oil changes, no transmission fluid, no spark plugs, no timing belts. Brake wear cut 50-70% by regenerative braking. Main items: tire rotations, cabin air filter, coolant. Per AAA, EV maintenance runs $0.03/mile versus $0.06 for gas -- half. The reputation is backwards -- EVs are the lowest-maintenance vehicles on the road. Memorize $0.03.","agrees they're expensive | says ""I'm not sure about that"" | can't cite specific maintenance differences","quiz","product_knowledge","2","fact_heavy","true"
"201","What's the difference between MSRP, invoice price, and out-the-door price? Explain like I'm a first-time buyer.","THREE-LAYER EXPLANATION","Simple breakdown. MSRP is the manufacturer's suggested price -- think of it as the starting point, not what you'll pay. Invoice is roughly what the dealer paid the manufacturer, but holdback and incentives adjust it so it's not the 'real' cost either. Out-the-door is the only number that actually matters: vehicle price plus tax, title, registration, and doc fee. That's what leaves your bank account. Focus on OTD -- everything else is just a step along the way.","can't distinguish the three clearly | says ""they're basically the same"" | avoids explaining OTD","quiz","product_knowledge","1","fact_heavy","true"
"202","A customer asks about your CPO program. What's covered, what's not, and why should they care?","KNOWLEDGE_CHECK. Must know brand CPO details: multi-point inspection, extended powertrain warranty, roadside assistance, special financing. Key: transferable coverage boosts resale value.","CPO vehicles pass a manufacturer-certified inspection, come with extended warranty and roadside assistance. The key: coverage is transferable, which boosts resale. Used-car pricing, new-car confidence.","gives vague ""it covers a lot"" answer | can't cite specific warranty terms | doesn't mention transferability or resale benefit","quiz","product_knowledge","2","fact_heavy","false"
"203","What does gap insurance actually protect against? When would you recommend it and when would you skip it?","GAP INSURANCE RECOMMENDATION. Recommend when: low/zero down, long term, high depreciation. Skip when: large down payment, short term, strong retention. Match recommendation to their situation.","Gap pays the difference between what you owe and what insurance covers if the car is totaled. Zero down on 72 months? You definitely need it. Putting 20% down on 48 months? You probably don't.","can't explain it simply | recommends it to everyone regardless of situation | doesn't know when to skip it","quiz","financing","1","hybrid","false"
"204","Walk me through how a trade-in affects monthly payment. Use real numbers.","MATH IT LIVE","Real numbers: Vehicle is $30K. Without a trade, at 6% for 60 months, your payment is about $580. Now add a $10K trade -- you're financing $20K instead. Same terms, payment drops to about $387. That's $193 a month your trade just saved you for the next five years. And here's the bonus most people miss: in most states, you only pay sales tax on the $20K, not the $30K. Your trade-in just saved you another $600 to $800 in tax.","can't do the math | explains without real numbers | doesn't mention the tax credit","quiz","financing","2","hybrid","true"
"205","A customer asks: 'Why is this one $5K more than the base model?' Sell the upgrade without sounding pushy.","CONNECT UPGRADE TO THEIR DAILY LIFE. Don't recite specs. Ask what matters first, then show how the upgrade delivers it. Break down the monthly cost difference to show it's worth it.","You mentioned your commute is 45 minutes each way. The upgraded trim has adaptive cruise, heated seats, and premium sound. That turns 90 minutes of stress into something you enjoy -- about $83 a month.","reads a feature list | says ""it's just nicer"" | can't break down the monthly cost difference","quiz","product_knowledge","2","fact_heavy","false"
"206","What's the towing capacity and payload matter for someone who hauls a boat on weekends?","PRACTICAL APPLICATION","Towing capacity is the max weight you can pull -- boat, trailer, fuel, gear, all of it. Payload is max weight IN the vehicle -- passengers, tongue weight, coolers. Key rule: never max out either. If the boat and trailer are 5,000 lbs, recommend at least 6,500-7,000 lb rating for margin. Make sure it has a brake controller and tow/haul mode -- not optional when pulling heavy every weekend.","confuses towing with payload | doesn't mention tongue weight | recommends a vehicle at its max rating","quiz","product_knowledge","2","fact_heavy","true"
"207","A first-time buyer asks about financing. Explain APR, term length, and total cost in plain English.","SIMPLE THREE-PART EXPLANATION","Plain English: APR is the yearly cost of borrowing money -- lower number, less you pay. Term is how many months you're paying -- longer term means a lower monthly payment but more total interest. Total cost is the real number: vehicle price plus all the interest over the life of the loan. Example: a $30K car at 6% for 72 months costs you about $36K total. Same car at 48 months costs about $33K. Shorter term, more per month, but $3K less out of your pocket overall.","uses jargon without defining it | can't show the total cost difference between terms | only talks about monthly payment without mentioning total cost","quiz","financing","1","hybrid","true"
"208","I really like it, but I need to think about it and talk to my spouse first. Can you hold it for me?","STRUCTURE AND SECURE. Respect the spouse. Get complete numbers on paper. Offer a fully refundable deposit to hold the vehicle. They're showing their spouse a finished deal, not a vague idea.","Let me put together the complete numbers and hold it with a refundable deposit. Tonight you're showing your spouse a finished deal, not a vague idea. Every penny back if you change your mind.","says ""sure, it'll be here"" with no deposit or deal structure | doesn't offer to lock in the numbers | pressures them to buy without the spouse","objection","closing_technique","2","rapport_heavy","false"
"209","Your online price said $32K but now you're telling me the out-the-door is $37K. What's going on?","FULL TRANSPARENCY. $32K is vehicle price. $37K includes tax, title, registration, doc fee -- charges that apply at any dealer or private sale. Walk through the itemization line by line.","The $32K is the vehicle price. The $37K includes tax, title, registration, and doc fee -- charges you'd pay anywhere, even private sales. Let me break it down line by line. No hidden markups.","gets defensive | can't explain the $5K gap | says ""that's just how it is"" without itemizing","objection","objection_handling","1","hybrid","false"
"210","I can get 1.9% APR at my credit union. Why would I finance through you?","COMPETE WITH CONFIDENCE. 1.9% is strong. You work with 30+ lenders at volume rates. If you beat it, they save money. If you match, they save the trip. Nothing to lose by letting you try.","1.9% is a strong rate. We work with 30+ lenders and our volume unlocks rates most branches can't access. If I beat 1.9%, you save money. If I match, you save the trip. Nothing to lose.","says ""use your credit union"" | claims to be better without checking | can't explain the multi-lender advantage","objection","financing","1","hybrid","false"
"211","I'm not trading in my car. I'll sell it private party and get more for it.","NET COMPARISON. Higher asking price private party, but subtract: tax credit lost, weeks of no-shows, insurance, strangers at home. Net it out -- trade often wins on real dollars in pocket.","You might get more asking private party. But subtract the tax credit, weeks of no-shows, insurance, and strangers at your home. Net it all out and the trade-in usually puts more real dollars in pocket.","says ""good luck"" | doesn't mention the tax credit | argues without running the net comparison","objection","objection_handling","2","hybrid","false"
"212","The reviews online say this model has transmission problems. Should I be worried?","REDIRECT TO THIS VEHICLE. Don't argue internet reviews. Show this car's service history and inspection report. If there was a concern, it'd have been caught. Specific data beats aggregate opinion.","Internet reviews represent a tiny fraction of owners. What matters is this specific car. Let me show you the service history and inspection. If there was a transmission concern, we'd have caught it.","agrees the model has issues | dismisses the concern | can't show this vehicle's specific inspection or history","objection","product_knowledge","2","hybrid","false"
"213","I want to buy but I'm waiting for the year-end deals. Can you match those prices now?","DEBUNK AND URGENCY. Year-end deals are marketing -- mark up then mark down. You price competitively every day with real-time data. Waiting means this vehicle sells and their trade depreciates.","Year-end deals are mostly marketing -- mark up first, then mark down. Our price today IS the deal. If you wait, this car likely sells and your trade-in depreciates. You end up paying more for less.","agrees to wait | can't explain why today's price is competitive | doesn't mention trade-in depreciation risk","objection","closing_technique","2","hybrid","false"
"214","My friend just bought the same car and says he got it for $3K less. Can you beat that?","DIFFERENTIATE ON SPECIFICS. 'Same car' usually means same model, not same miles or condition. The $3K gap is the difference between unknown history and fully inspected. Show the difference.","I'm glad your friend got a good deal. But 'same car' usually means same model -- not same miles or condition. The $3K difference is the gap between unknown history and fully inspected. Let me show you.","matches the price blindly | argues that the friend is wrong | can't articulate what makes this vehicle different","objection","competitive_positioning","2","hybrid","false"
"215","I don't want any add-ons, no extended warranty, no paint protection, nothing. Just the car.","ONE PASS THEN RESPECT. Build value once: extended coverage at $15/month increases trade-in value. State it clearly, let them decide. Pushing after 'no' damages trust. Drop it and move on.","I hear you. Just want to make sure you're aware -- extended coverage runs about $15 a month and increases your trade-in value down the road. The decision is 100% yours. I won't bring it up again.","keeps pushing after they said no | drops everything without mentioning the value at all | argues about why they need it","objection","objection_handling","1","hybrid","false"
"216","I like it but I'm upside down on my current loan by about $4,000. How do we handle that?","NORMALIZE AND PATH FORWARD. Negative equity is common. Every month they keep the car, it depreciates while they pay old balance. Options: roll in, down payment, adjust vehicle.","Negative equity is very common. Every month you keep your current car, it loses more value while you're still paying the old balance. We can roll it in, offset with down payment, or adjust the vehicle.","says ""nothing we can do"" | hides the $4K in the payment without disclosure | panics about the number","objection","financing","3","hybrid","false"
"217","Honestly, I came in for the sedan but now I'm thinking the SUV makes more sense. Help me decide.","NEEDS-BASED COMPARISON","I love that you're open to both -- let's figure out which one actually fits your life. Tell me about your typical week: how many passengers, any cargo or gear you're hauling, do you tow anything, and how far is your daily commute? The sedan saves you money on fuel and the monthly payment. The SUV gives you space, versatility, and a higher driving position. Let me run both deals side by side so you can see the exact monthly difference and decide based on real numbers, not guesses.","pushes the SUV because it's more expensive | says ""the sedan is fine"" without exploring needs | can't run a side-by-side comparison","roleplay","product_knowledge","1","hybrid","true"
"218","A customer asks what the 2026 Accord starts at. What do you tell them?","Know your starting MSRP cold","The 2026 Accord LX starts at $28,395. If they want the hybrid, the Sport starts at $33,795.","wrong price | says ""I think"" or guesses | off by more than $500 | doesn't know which trim is the base","quiz","product_knowledge","1","fact_heavy","false"
"219","Customer is looking at the 2026 Accord. They ask: what's the difference between the Sport and the EX-L?","Trim comparison with real numbers","Both are hybrid at 204 HP. Sport is $33,795, EX-L is $35,095 -- about $1,300 more. EX-L gets you leather seats, parking sensors, and driver memory seat. Sport has a sportier look with 19-inch wheels and black accents.","can't name the price difference | doesn't know both are hybrid | lists features from wrong trims | says ""I'm not sure""","quiz","product_knowledge","2","fact_heavy","true"
"220","What's the price range across the full 2026 Accord lineup, base to top?","Know the lineup spread","LX starts at $28,395 and the Touring tops out at $39,495. That's about an $11,000 spread across six trims.","doesn't know either endpoint | wrong number of trims | off by more than $1,000 on either price","quiz","product_knowledge","1","fact_heavy","false"
"221","Customer says: I like the CR-V but I want all-wheel drive. How much more does that cost?","AWD pricing knowledge","AWD adds about $1,500 across the CR-V lineup. The LX starts at $30,920 FWD or $32,420 with AWD.","doesn't know the AWD premium | wrong base price | says AWD isn't available | can't give a specific number","quiz","product_knowledge","1","fact_heavy","true"
"222","Customer asks: What's your cheapest Honda right now?","Know your entry price point","The 2026 Civic LX at $24,595. It's a great car -- 150 HP, gets solid gas mileage, and comes with Honda Sensing standard.","wrong model | wrong price | doesn't add any value beyond the price | names a discontinued model","quiz","product_knowledge","1","fact_heavy","false"
"223","I'm looking at a Pilot but $42,000 seems like a lot. What do I get for that?","Justify price with value","The Pilot Sport starts at $42,195 and you get a 3.5L V6 with 285 HP, seating for 8, and Honda Sensing. For a 3-row SUV with that kind of power, it's competitive.","can't name the engine or HP | doesn't know seating capacity | can't connect features to value | just says ""it's worth it"" without specifics","roleplay","product_knowledge","2","hybrid","true"
"224","What's the difference between the Accord LX and SE? Is the SE worth it?","Upsell with specifics","SE is $30,695 vs the LX at $28,395 -- $2,300 more. For that you get a moonroof, heated front seats, and 19-inch alloy wheels. About $40 more per month on a 60-month loan.","wrong prices | can't name what the SE adds | doesn't convert to monthly payment | just says ""more features""","quiz","product_knowledge","2","fact_heavy","true"
"225","Customer asks: Do you have anything with a V6? I want some power.","Match customer to right model","The Pilot, Passport, Ridgeline, and Odyssey all run the 3.5L V6 with 280-285 HP. Pilot starts around $42K, Passport at $44,750, Ridgeline at $40,595. What kind of vehicle are you looking for?","doesn't know which models have V6 | wrong HP | names models that don't have V6 | doesn't ask a qualifying question","quiz","product_knowledge","2","fact_heavy","false"
"226","Which Accords are hybrid and which aren't? I'm confused by the lineup.","Clarify hybrid vs gas lineup","The LX and SE are gas -- 1.5L turbo with 192 HP. The Sport, EX-L, Sport-L, and Touring are all hybrid -- 2.0L with 204 HP. Four of the six trims are hybrid.","mixes up which trims are hybrid | wrong HP numbers | says all are hybrid | can't name specific trims","quiz","product_knowledge","1","fact_heavy","true"
"227","I need to tow a boat. What Honda can handle that?","Know towing capability","The Ridgeline can tow up to 5,000 lbs and the Pilot and Passport can handle 3,500-5,000 depending on trim. What does your boat weigh with the trailer?","recommends a model that can't tow | doesn't know towing capacity | doesn't ask about the boat weight | recommends the CR-V for towing","roleplay","product_knowledge","2","hybrid","true"
"228","I'm thinking about going electric. What does Honda have?","Know the EV lineup","The Prologue is Honda's fully electric SUV. Starts at $47,400 for the EX with 220 HP, goes up to the Elite at $57,900 with 300 HP and AWD. There's also the CR-V e:FCEV hydrogen fuel cell at $50,000 but that's limited availability.","doesn't know the Prologue exists | wrong price | confuses hybrid with full electric | says Honda doesn't have an EV","quiz","product_knowledge","2","fact_heavy","true"
"229","Hey Ken, Customer says: I want the Civic but my husband wants the CR-V. Help me win this argument -- why is the Civic the better buy?","Sell what the customer wants","Depends on what matters to them. The Civic starts at $24,595 vs $30,920 for the CR-V -- that's over $6,000 savings. The Civic gets better gas mileage too. But if they need cargo space or AWD, the CR-V is the right call. Ask what they use the car for day to day.","just bashes the CR-V | doesn't compare prices | doesn't ask about their needs | takes sides without qualifying","roleplay","product_knowledge","2","hybrid","true"
"230","The 2026 Prelude -- tell me everything. When can I get one?","Know the new model","The 2026 Prelude is back as a 2-door hybrid coupe. 200 HP, starts at $42,000. There's also a Two-Tone version at $42,500. It's the first Prelude in over 20 years. They're arriving at dealers now.","doesn't know the Prelude | wrong body style | wrong price | says it's not available yet when it is","quiz","product_knowledge","2","fact_heavy","false"
"231","What Honda has the most horsepower?","Know your power lineup","The Prologue Elite AWD has 300 HP, highest in the lineup. After that, the Pilot and Passport V6 models at 285 HP. The Civic Type R has 315 HP if you're talking performance cars.","wrong answer | doesn't know the Prologue | forgets the Type R | can't name HP numbers","quiz","product_knowledge","2","fact_heavy","false"
"232","I drive a lot for work. Which Honda gets the best gas mileage?","Fuel economy knowledge","The Accord Hybrid gets the best MPG in the lineup. The Sport Hybrid gets around 48-51 city. If you want an SUV, the CR-V Hybrid is your best bet. What kind of driving -- mostly highway or city?","recommends a non-hybrid | wrong MPG numbers | doesn't ask about driving type | recommends a truck or large SUV","quiz","product_knowledge","1","fact_heavy","true"
"233","Hey Ken, Customer walks in and says: I have $35,000. What's the best Honda I can get?","Budget-match across the lineup","At $35K you have great options. Accord EX-L Hybrid at $35,095 -- leather, hybrid, loaded. Or a CR-V EX at $33,150 with room to spare for accessories. Civic Sport Touring Hybrid at $32,295 if you want a sedan with all the tech. Depends on whether you need an SUV or prefer a sedan.","only suggests one model | recommends something over budget | can't name specific prices | doesn't ask what type of vehicle they want","roleplay","product_knowledge","2","hybrid","true"
"234","Hey Ken, Customer says: My lease is up on my 2022 Civic. What's new on the 2026?","Know model year changes","Big upgrades since 2022. The 2026 Civic now starts at $24,595 with a bigger 9-inch touchscreen, wireless Apple CarPlay and Android Auto, and a wireless charger all standard. Plus the hybrid trims are available now with 200 HP -- that wasn't an option in 2022.","can't name any specific changes | wrong price | doesn't mention the hybrid option | says nothing has changed","roleplay","product_knowledge","2","hybrid","true"
"235","Is the Odyssey worth it compared to a three-row SUV like the Pilot?","Minivan vs SUV comparison","Odyssey EX-L starts at $42,795 and the Pilot Sport AWD starts at $44,295. Odyssey gives you sliding doors, a flat floor, and more cargo space -- way easier with kids. Pilot gives you AWD and a more rugged look. Comes down to lifestyle.","wrong prices | doesn't know both models | can't articulate the practical differences | just says ""get the Pilot""","quiz","product_knowledge","3","fact_heavy","true"
"236","What's the cheapest way to get into an AWD Honda?","Entry-level AWD knowledge","The HR-V LX AWD at $27,700 is your most affordable AWD Honda. Next step up is the CR-V LX AWD at $32,420. Both are solid choices for all-weather driving.","wrong model or price | doesn't know AWD pricing | recommends FWD-only model | can't compare the two options","quiz","product_knowledge","2","fact_heavy","false"
"237","Hey Ken, A couple walks in. She wants a CR-V Hybrid, he says hybrids are slow. How do you handle this?","Overcome hybrid misconception with facts","The CR-V Hybrid actually makes 204 HP vs 190 for the regular gas CR-V -- it's faster, not slower. And the instant electric torque means it feels quicker off the line. Plus you're looking at significantly better fuel economy.","agrees hybrids are slow | can't cite the HP difference | doesn't address the concern directly | only talks about fuel savings","roleplay","product_knowledge","2","hybrid","true"
"238","Customer says: I was looking at the Ridgeline but someone told me it's not a real truck. What do you say?","Defend the Ridgeline with specs","The Ridgeline has a 3.5L V6 with 280 HP, can tow 5,000 lbs, and has a 1,580 lb payload. It also has standard AWD and a unibody design that rides smoother than body-on-frame trucks. Plus the in-bed trunk is something no other truck offers.","agrees it's not a real truck | can't cite HP or towing numbers | gets defensive without facts | doesn't mention unique features","roleplay","product_knowledge","3","hybrid","true"
"239","What Honda Sensing features come standard on every Honda?","Know the safety suite","Every 2026 Honda comes standard with Honda Sensing -- adaptive cruise control, lane keeping assist, collision mitigation braking, and road departure mitigation. No extra charge on any trim.","can't name specific features | says it's only on higher trims | names features that aren't part of Honda Sensing | says ""I think it has...""","quiz","product_knowledge","1","fact_heavy","true"
"240","Hey Ken, Customer is between the Accord Touring and the Civic Sport Touring Hybrid. Totally different cars but similar price. Help them decide.","Cross-model comparison at same price point","Accord Touring is $39,495 and the Civic Sport Touring Hybrid is $32,295 -- actually about $7,200 apart. The Accord is bigger, 204 HP hybrid, with ventilated seats and head-up display. Civic is smaller but still 200 HP hybrid, great fuel economy. Do you need the extra room or do you prefer a more nimble car?","wrong prices | doesn't know the features of either | can't articulate the size difference | doesn't ask a qualifying question","roleplay","product_knowledge","3","hybrid","true"
"241","A customer asks: How much is the monthly payment on a 2026 CR-V?","Convert MSRP to monthly context","Depends on the trim. The CR-V LX starts at $30,920. Rough math on a 60-month loan with decent credit, you're looking at around $500-550/month before trade-in or down payment. Which trim are you interested in? I can get you a more exact number.","can't give a ballpark | just says ""talk to finance"" | wrong starting MSRP | doesn't ask about their situation","roleplay","product_knowledge","2","hybrid","true"
"242","Does the CR-V have wireless Apple CarPlay or do I have to plug in?","Know your tech features","Wireless Apple CarPlay and Android Auto come standard on every 2026 CR-V. You also get a wireless phone charger so you never need to plug in at all.","doesn't know if it's wireless or wired | says it's only on higher trims | says you need to plug in | confuses CarPlay with the built-in nav","quiz","product_knowledge","1","fact_heavy","false"
"243","What's the warranty on a new Honda? Like bumper to bumper?","Know the warranty details","Every new Honda comes with 3 years or 36,000 miles bumper-to-bumper, plus 5 years or 60,000 miles powertrain. The hybrid battery has its own 8-year/100,000-mile warranty. And roadside assistance for 3 years.","wrong years or mileage | doesn't know the hybrid battery warranty | just says ""it's a good warranty"" without specifics | confuses with CPO warranty","quiz","product_knowledge","1","fact_heavy","true"
"244","Hey Ken, Customer says: I'm looking at the CR-V Sport-L Hybrid and the Touring. What's the real difference? They seem similar.","Compare trims with practical differences","Sport-L Hybrid starts at $38,725 and the Sport Touring is $42,250 -- about $3,500 more. Touring gets you a Bose premium sound system, hands-free power tailgate, head-up display, and heated rear seats. Sport-L has the leather and heated front seats but not those extras. Depends if those upgrades are worth $60 more a month to you.","doesn't know the price difference | can't name what Touring adds | mixes up features between trims | doesn't translate to monthly cost","roleplay","product_knowledge","3","hybrid","true"
"245","My buddy says Hondas are overpriced for what you get. Is that true?","Defend value with facts","Honda holds its value better than almost any other brand. A 3-year-old Civic or CR-V still gets 70-80% of MSRP at trade-in. So yeah, you pay a little more up front, but you get it back when you sell or trade. Plus the reliability -- Hondas routinely go 200,000 miles with basic maintenance.","agrees they're overpriced | can't cite resale value | gets defensive without facts | doesn't mention reliability or longevity","roleplay","product_knowledge","2","hybrid","true"
"246","Does this come with a spare tire?","Know the spare tire situation","The gas-powered CR-V trims and the Civic come with a compact spare. The hybrid CR-V trims come with a tire repair kit instead of a spare -- that's to save weight and make room for the hybrid battery. I can walk you through how the kit works if you want.","doesn't know which models have a spare vs repair kit | says all Hondas have a spare | says no Honda has a spare | can't explain why hybrids don't","quiz","product_knowledge","2","fact_heavy","false"
"247","Hey Ken, A customer asks: What's my actual out-the-door price going to be? I don't want any surprises.","Explain out-the-door pricing","Great question. Out-the-door is the MSRP plus tax, title, license, and a $1,195 destination charge that's the same at every Honda dealer. On a CR-V LX at $30,920, you're looking at roughly $33,500-34,000 out the door depending on your local tax rate. I can get you an exact number right now if you want.","doesn't know the destination charge | can't estimate tax | just says ""talk to finance"" | doesn't offer to get an exact number","roleplay","product_knowledge","2","hybrid","true"
